symbol,side,score,entry_price,stop_price,tp1_price,tp2_price,invalidation_price,session_tag,reasons
SOUN,long,79.84,6.86,6.79,6.93,7.0,6.65,morning,volume_spike|ema9_20_hold|vwap_reclaim|pullback_entry
